CustAge,Months,CredLim
63,56,7264
45,36,4348
49,43,3002
42,32,4162
46,34,2762
42,36,2705
53,36,3742
60,36,1671
55,46,3282
50,45,1529
34,29,2509
54,49,2471
42,32,9749
48,37,1438.3
46,35,4916
47,36,2291
42,34,1528
52,36,8279
45,36,5945
44,40,1438.3
54,36,1857
42,30,3086
54,49,2598
38,19,5559
51,39,7562
41,15,4662
52,38,2904
42,36,2676
46,32,5798
46,41,2665
55,47,2343
29,36,2763
62,45,10503
47,36,2780
47,34,2234
35,30,1649
42,36,5557
48,35,6074
40,21,1728
46,40,3044
41,28,8482
35,29,1438.3
52,44,3770
56,37,2963
48,37,11750
41,36,1593
38,20,10486
48,41,2168
38,28,5666
53,34,13679
45,36,2143
57,47,4945
54,36,1921
45,33,3001
38,36,2132
45,36,1663
32,36,1732
46,36,2652
41,22,5037
51,45,6519
60,36,2347
31,21,2061
44,38,1643
49,36,5039
53,42,2915
33,20,1507
46,36,3073
43,32,8314
42,34,2798
40,26,20929
46,34,1754
52,45,4209
45,37,2449
39,30,4618
41,36,1654
49,36,1544
60,54,3618
37,24,3437
50,46,5965
46,33,2644
59,49,3481
49,36,3272
35,36,3019
52,41,1801
27,18,1438.3
41,31,2909
45,36,4688
37,26,1438.3
47,42,1438.3
41,36,1655
47,30,1438.3
41,32,4745
51,36,1438.3
53,37,5182
46,37,1438.3
43,36,4287
54,49,1812
53,46,2304
51,46,13623
50,44,2765
54,42,3731
46,41,2485
50,36,2446
44,28,2020
48,42,2214
45,34,1811
56,43,5254
36,26,1821
44,36,3024
50,36,1930
54,48,1517
39,25,2024
53,38,19138
56,51,16835
60,55,5549
42,36,2145
43,36,4654
44,36,9114
33,18,3043
53,45,4621
44,28,2758
54,36,1740
34,36,7744
50,36,3350
40,31,34516
47,36,2874
40,27,2896
41,28,9294
47,39,9389
44,30,9317
34,20,7452
39,36,1817
58,51,10021
42,36,2344
48,34,3072
38,36,1946
52,42,1471
42,36,1438.3
43,28,1484
37,36,3233
55,43,1745
59,53,3709
53,43,2160
41,36,1438.3
55,44,2638
56,50,10214
52,36,3240
58,47,2038
49,36,1438.3
53,34,1438.3
56,52,8111
60,41,10730
46,36,2872
49,31,1567
43,32,7278
45,29,1438.3
34,20,3190
36,36,1470
45,36,3081
43,36,3793
54,44,3034
37,27,5245
49,40,2960
54,38,1779
43,34,1620
49,43,21680
47,36,2952
53,36,3918
52,41,12764
29,36,1438.3
50,39,3287
44,36,3891
49,43,4048
51,40,3559
47,39,2843
58,47,2127
39,32,4325
42,34,1695
48,32,2648
61,45,2602
39,23,1811
56,46,1891
46,36,2881
42,28,2827
48,38,4095
34,36,1666
42,36,1438.3
54,42,2205
41,29,2890
50,36,10417
57,43,2363
48,36,3137
51,44,1483
35,22,3009
45,36,5087
46,36,1925
56,46,7234
57,42,2063
58,39,5530
58,48,3819
59,55,2645
51,39,5448
56,42,3495
50,36,8074
44,36,7772
42,30,3124
56,50,8688
49,30,15987
47,37,15109
42,36,4953
50,38,22304
27,20,1893
38,30,2232
52,48,1766
59,44,3790
33,23,6392
51,42,9989
56,44,1438.3
48,43,2559
53,39,34516
41,32,1438.3
50,36,2473
34,28,4022
59,36,3510
57,36,2347
56,39,1632
49,36,1522
44,25,2085
60,47,3803
47,38,3165
60,46,4628
52,36,2253
49,38,2655
54,45,20882
41,31,3306
45,37,2052
42,26,8480
53,37,2081
53,42,4637
53,42,1438.3
38,33,3420
26,19,3416
46,36,2171
57,46,2791
32,17,4445
43,38,1530
48,36,1438.3
52,44,5721
38,29,3809
48,40,3520
41,33,1604
54,46,1632
46,41,3914
36,27,2328
41,34,34516
45,36,3883
46,39,1438.3
51,41,3229
44,32,3080
38,33,2569
50,36,4517
46,36,2292
52,42,2510
40,33,2420
38,16,2703
44,36,3047
54,47,7570
34,27,5795
46,34,1441
50,36,2999
38,32,1438.3
44,28,1438.3
51,36,4762
40,30,4802
51,39,2268
51,36,1438.3
56,44,8204
39,21,1827
47,38,4072
31,25,1984
48,43,8086
51,36,1588
47,27,1536
35,36,4460
46,38,11287
48,41,3430
51,38,1759
41,28,6314
57,48,7176
58,47,2295
43,38,1438.3
48,29,1843
49,31,2181
47,36,4754
43,36,11247
55,47,16258
49,37,34516
43,36,4255
48,42,1438.3
57,53,3029
56,45,9091
50,44,3318
44,39,1791
43,35,1620
58,46,1552
53,41,3472
48,36,10973
50,32,25645
59,51,4257
42,29,3422
45,35,4977
33,22,1438.3
39,32,1438.3
40,26,3369
47,40,7114
38,29,10972
45,32,1438.3
48,38,2446
45,39,3439
56,36,3005
50,30,2033
53,39,2415
40,27,5051
49,32,3519
26,13,10254
48,36,1853
51,43,28673
44,36,1895
56,43,2041
46,34,1438.3
54,36,1572
48,38,3187
59,52,7427
50,42,1460
52,47,25410
56,38,2143
42,35,8566
43,30,1438.3
59,40,3297
39,36,2816
53,49,10533
53,48,2370
35,31,1678
36,29,1493
51,32,2350
50,36,2690
42,27,7226
54,36,3173
43,32,2890
46,41,3313
40,27,2625
44,36,1834
43,36,3226
56,47,3426
49,43,2174
60,36,3959
49,42,2215
47,29,2814
56,51,6941
44,40,3269
42,23,3172
54,38,2452
36,30,5070
56,51,1466
52,37,2427
59,48,17999
44,31,4553
55,42,2953
39,28,4363
57,45,1894
48,40,2097
47,36,1983
50,42,2210
52,36,7879
46,34,3336
34,27,1726
45,27,2917
39,30,3023
49,31,1915
43,36,4878
41,35,2066
53,39,2164
42,37,6250
43,24,1484
45,36,4718
44,28,2275
44,40,1438.3
51,43,3683
38,30,2722
43,30,34516
48,36,2072
53,40,6383
39,28,2725
47,41,2675
42,35,1438.3
50,36,13478
46,41,2841
33,23,1830
37,31,2360
43,35,3717
56,45,1438.3
42,34,2289
56,50,5338
44,32,1438.3
40,27,2276
43,31,4091
45,38,3798
47,42,1778
38,26,2920
49,43,1938
62,51,4049
45,39,1438.3
40,28,10880
51,36,3451
41,33,20749
49,43,2481
61,53,2415
33,36,1438.3
45,40,7600
35,27,1438.3
41,29,2601
48,44,2625
49,36,5578
52,40,3698
51,36,1438.3
45,40,1795
42,32,1933
41,32,27169
30,36,2367
54,36,5642
60,36,3239
52,36,3040
37,32,3680
44,37,1787
52,36,4752
46,35,1706
45,36,8103
43,31,3764
40,35,5492
39,32,3554
44,29,3170
49,40,2464
41,21,3429
50,45,2021
54,41,2444
39,36,2751
52,44,9017
51,43,2107
46,39,2029
48,36,32777
50,41,4607
52,45,23486
54,47,1997
40,36,3144
47,40,2725
53,36,1874
45,35,7135
35,25,3379
48,36,2804
44,38,16553
41,36,2246
42,36,2875
51,35,3668
45,36,2853
50,41,2382
54,36,2830
47,27,24987
52,45,3705
49,43,1675
47,36,1439
54,41,4440
52,44,2563
46,33,1896
39,26,2190
55,44,2596
44,35,4196
43,25,1616
42,36,6618
50,36,2477
38,25,3040
41,32,4697
51,36,4436
44,25,13138
46,30,1438.3
38,36,3297
46,34,6272
54,42,5608
42,32,9906
30,36,1621
49,38,2305
54,43,9525
41,32,4742
51,36,3168
37,27,2939
44,32,2724
46,36,6990
45,32,1870
55,41,1438.3
55,46,4629
50,33,34516
36,36,1558
45,37,13093
45,33,1438.3
41,36,4451
44,36,6426
47,36,2761
38,36,2148
49,30,2485
39,25,3394
50,40,3367
50,43,4154
47,37,2154
54,43,2506
46,38,1774
43,27,3287
42,30,1821
49,31,34516
45,36,3918
49,39,5455
41,36,2372
45,33,1492
44,31,1550
58,53,2669
42,23,3311
51,33,3068
55,49,2721
37,27,3050
60,54,3356
42,23,2647
50,36,2407
52,39,2233
42,37,32106
48,43,2089
48,36,2185
44,39,4057
44,27,3183
45,36,2699
57,50,17096
50,38,2897
46,40,6568
40,28,1622
51,36,1438.3
34,36,1677
48,41,7884
57,45,1860
48,41,8074
47,30,2124
48,37,3413
41,24,2178
47,35,2446
37,21,3967
45,36,4146
26,13,34516
58,52,1869
46,33,2168
49,40,2096
41,28,7293
46,35,1438.3
42,36,1438.3
57,46,2298
48,37,3829
58,47,1517
46,36,13427
53,40,16747
58,48,9926
54,44,2691
42,30,1456
43,34,2005
35,36,4790
46,36,3123
42,28,5471
53,46,13670
52,45,3460
48,42,3202
31,20,1438.3
50,36,2296
54,49,1476
35,24,12287
41,36,2470
46,34,24431
41,36,1950
49,36,6615
47,34,5756
55,49,1438.3
32,22,1438.3
50,36,1912
45,26,4549
45,33,1979
40,24,2803
45,35,2548
45,36,1457
32,36,1438.3
59,53,1980
48,35,2216
57,47,4262
42,28,2573
55,42,5431
43,30,3092
37,31,2984
48,38,2186
34,28,2669
50,45,1789
36,25,2835
44,28,1558
47,42,7299
56,48,3556
45,35,1438.3
35,36,1507
51,34,7551
38,25,2468
42,36,2515
59,49,9076
45,35,10699
34,25,1439
44,40,7212
54,48,3089
46,41,11250
53,36,1665
54,48,2456
47,40,11773
43,23,1438.3
41,32,3104
48,40,2337
50,34,4060
42,24,3428
44,36,12967
45,36,2326
39,26,4376
46,33,12745
39,36,1790
40,30,2969
43,35,4970
49,32,5400
46,28,2069
52,45,3192
48,37,2105
44,34,1876
57,43,1462
40,29,2351
54,49,1719
47,36,1438.3
26,20,2516
33,20,4883
38,29,3413
59,52,1852
35,25,3339
45,41,3785
61,49,2228
55,36,3626
58,47,2194
41,28,2665
42,38,2444
45,32,3335
45,32,2726
51,43,1665
40,28,2734
57,47,1727
50,46,19349
53,42,13409
45,39,1438.3
42,35,6330
49,42,2575
55,43,3391
48,40,5298
44,32,2540
63,52,14324
48,43,2876
41,28,1504
45,36,1839
54,35,1685
48,36,4850
40,27,2840
47,36,2977
45,27,34516
39,35,1961
53,36,2156
53,40,2772
29,21,2832
44,35,1552
46,36,6362
40,36,11409
40,27,1965
42,29,1622
38,27,1736
54,36,8827
49,36,24256
52,36,1915
38,27,1438.3
44,26,2006
44,37,5594
52,38,3505
56,44,1667
47,36,1636
52,38,3281
50,42,1477
44,36,1905
39,19,6146
53,40,2672
42,38,13426
48,43,9104
47,35,30300
51,39,7088
56,36,1872
33,26,2874
36,36,6763
57,38,24379
39,21,2867
59,48,13172
41,36,2201
29,19,3261
39,21,5027
47,36,1811
49,36,2465
43,36,7584
46,36,4065
60,48,28930
48,33,4963
50,45,2049
47,41,1943
56,38,3485
43,38,23459
51,31,2306
42,36,18177
49,36,3252
47,41,2894
44,32,34516
44,34,34516
53,43,34516
41,37,7839
49,38,16494
49,36,6224
42,13,6078
50,39,21322
51,36,1590
52,36,1986
48,36,15618
44,33,34496
40,35,2544
42,36,4765
43,37,16583
42,36,6153
42,36,15987
51,40,5139
61,56,3421
59,36,11000
46,37,2490
51,46,34516
48,36,2490
44,36,2055
56,48,14344
42,28,3453
40,36,20304
61,55,8283
45,35,11318
49,43,2384
47,36,11919
45,32,2948
43,36,5397
42,29,12294
42,23,7253
43,36,21922
40,28,13452
50,44,24735
53,45,4942
49,40,14973
44,31,19719
49,29,29690
42,31,6751
43,36,9484
51,46,4333
40,30,2481
57,45,3059
51,44,34516
49,36,25178
61,54,7169
62,56,18224
39,28,34516
52,34,4813
38,27,24965
50,38,12569
43,30,34516
53,48,8259
42,27,13804
43,30,5700
43,35,6448
57,51,5479
50,42,3749
48,40,30210
41,36,5807
44,36,3605
44,39,17077
43,37,5380
51,36,34516
47,30,27720
47,39,18341
38,30,27712
46,42,8285
41,36,19704
47,41,21325
41,30,34516
49,37,7045
44,37,14388
48,38,3874
44,24,4752
50,36,34516
59,46,7484
49,36,34516
42,36,34516
52,36,18336
46,34,2259
41,32,10682
39,27,8587
46,30,5494
45,31,1946
53,47,6228
42,32,7537
44,34,13609
47,31,34516
46,33,34516
38,31,15987
46,36,2391
39,34,34516
47,41,20811
46,36,34516
45,36,3735
50,39,2275
43,36,7350
48,34,1913
50,43,4249
40,36,2136
46,36,18956
45,35,13445
53,36,8979
49,38,6674
52,34,6265
47,36,34516
47,36,34516
43,33,13165
49,38,9959
40,28,9243
53,44,4737
51,36,2710
46,32,2000
41,28,34516
42,28,8798
50,40,24670
51,40,23453
44,36,34516
49,36,6139
51,36,14800
53,41,9815
49,29,3919
59,36,12265
47,42,3256
50,35,19000
44,36,34516
48,37,13197
47,39,22599
43,31,23457
40,26,5238
41,33,31560
46,36,6218
47,42,34516
44,36,29572
52,40,2743
39,31,2844
53,49,9678
49,36,26882
52,40,5207
46,36,15034
44,36,3107
52,39,12214
52,45,23070
50,40,2167
55,49,34516
45,38,6895
44,38,25894
46,36,3138
49,38,12055
53,38,16592
60,48,34516
47,38,33184
54,41,10753
39,29,9959
46,35,2069
43,34,11362
53,36,34516
44,32,20001
48,42,8786
41,28,7142
45,36,4477
41,30,5357
51,38,34516
44,36,2367
39,29,23402
40,36,4587
41,36,6565
46,27,6030
50,41,6982
50,36,5128
48,28,9405
49,39,34516
49,40,14646
41,37,12578
36,16,4370
52,42,3416
42,33,6224
49,38,10741
41,36,34516
50,45,34516
53,43,6058
49,39,8561
46,34,9959
51,36,7645
51,42,1922
51,33,5625
54,36,2274
46,31,34516
43,36,9422
48,37,7469
43,36,3849
41,32,34516
49,45,4778
51,39,34516
47,42,5168
53,46,3199
55,42,21046
51,39,34516
40,36,6540
60,54,8141
40,24,33441
46,36,5496
42,33,3794
46,36,5785
51,39,19387
43,28,2838
41,31,4086
47,38,31987
43,25,9043
47,40,11128
51,41,3062
44,31,23981
44,29,34516
39,26,22054
53,35,2199
45,33,9303
47,38,34516
40,32,7566
50,34,11343
47,35,15155
55,46,10795
44,36,6633
54,48,8572
40,36,34516
50,42,34516
49,42,14895
49,36,2636
39,31,9511
43,30,10896
43,35,8401
45,36,12406
47,36,6769
45,36,2737
34,16,32292
52,43,34516
33,24,15987
43,33,34516
42,27,2437
49,36,4557
55,36,10949
39,30,10398
40,28,22361
46,34,3841
46,32,34516
58,45,34516
44,26,10877
42,26,5848
50,32,11552
46,39,11901
37,19,2273
57,36,3082
52,41,9298
62,53,4136
45,25,12399
57,45,15030
44,40,6441
42,36,7469
40,36,3569
47,43,2781
51,31,34516
45,33,4174
50,43,23223
46,27,6954
47,36,7136
43,38,1820
52,36,2937
46,36,6636
41,31,31497
52,34,34516
52,35,1959
51,37,34516
49,42,7801
55,44,6455
46,37,11343
43,31,23981
46,33,2879
49,40,7667
41,24,34516
37,36,6713
51,40,10984
50,39,34516
57,36,23058
40,36,17606
52,47,34516
45,36,18000
48,41,5550
39,33,1621
49,36,3244
45,27,5800
43,38,2550
45,31,34516
38,30,10874
54,47,13769
39,23,17894
49,38,15016
45,38,9036
54,36,12813
40,29,4660
49,35,34516
48,38,13174
43,36,11210
42,36,31639
49,36,34516
43,36,34516
44,34,2490
45,34,26438
38,29,7504
44,33,34516
45,34,34516
51,32,15048
41,29,9357
51,45,11548
56,39,8767
42,33,5306
52,41,3608
49,37,15987
50,42,31782
42,32,34516
45,36,19107
50,45,34516
41,36,21751
44,32,7926
51,46,34516
48,36,27984
40,30,24499
49,39,2221
43,35,5858
51,37,27318
44,36,9766
59,36,26692
49,45,34516
38,26,14938
52,41,33256
49,36,34516
47,35,5791
51,36,2319
46,36,17698
52,41,34516
57,36,6482
40,30,18975
44,34,34516
47,36,2479
41,36,4941
42,36,34516
44,33,8230
44,34,22226
47,29,28852
36,36,6893
45,35,7653
50,31,26840
41,32,4549
55,46,16828
45,31,6530
40,28,11642
43,34,5390
49,43,7037
47,34,8390
49,45,2122
43,35,3442
44,36,6680
42,36,34516
44,32,7244
52,37,34516
42,27,2476
40,30,2019
54,36,8758
62,56,6103
52,36,2166
50,40,3449
51,36,2984
54,48,13432
39,36,10830
50,38,2673
46,40,34516
45,32,20633
61,54,9070
51,44,11954
50,45,34516
48,40,4479
50,35,3968
58,44,2599
46,37,10074
46,42,10901
42,30,8325
38,36,34516
40,26,34516
43,36,7196
48,36,34516
38,22,34516
46,42,32926
44,40,18072
50,38,24533
39,32,4874
50,42,12889
41,31,7531
49,37,1838
42,36,30117
46,35,5131
44,36,34516
53,45,24262
51,33,34516
38,32,7385
50,37,20708
47,36,14057
38,36,34516
45,36,17072
52,46,25737
44,33,2211
35,26,16950
44,24,15043
40,30,29338
57,52,25808
43,30,2248
45,27,3670
44,17,8861
47,42,34516
50,36,8014
44,39,2771
51,36,34516
45,40,8383
44,30,15365
48,30,2913
40,34,4748
50,35,34516
38,32,2609
43,32,11508
45,38,2396
49,38,18991
44,36,10908
53,48,14627
46,36,2219
56,46,25736
63,36,7997
40,36,2849
45,40,29227
52,44,34516
50,43,12458
62,46,7547
44,36,34516
45,40,10677
53,47,2340
38,26,23981
44,30,6329
42,37,4960
44,39,34516
55,35,15987
52,36,3244
48,37,7298
48,40,28307
47,42,2430
49,29,7650
47,41,6443
47,41,13356
56,51,4675
61,52,2177
45,36,34516
49,39,2821
44,36,6769
50,36,34516
51,43,30172
44,36,7742
46,35,11814
41,32,28687
51,33,25653
52,40,4705
39,27,19150
38,18,34516
51,46,11765
41,28,16627
43,34,13553
40,28,11476
58,54,5182
44,34,23026
48,37,18477
49,38,29890
48,36,8290
44,36,16199
54,36,3723
45,32,12695
54,38,34516
46,39,30379
37,25,9875
41,26,34516
43,37,2600
39,33,34516
61,43,12218
51,37,34516
48,39,21754
46,35,8396
39,35,15987
55,49,12094
44,36,2946
48,40,17812
46,41,13743
39,36,23981
45,40,15785
43,32,3015
40,34,19000
49,39,11714
39,29,11135
47,35,34516
42,38,34516
44,34,13259
47,39,5660
63,54,23355
49,31,20734
43,37,2476
55,36,34516
46,37,7552
42,31,14630
43,35,6080
51,38,28605
49,39,2886
51,32,34516
31,23,10850
43,32,24244
59,46,17218
41,21,14746
53,36,34516
39,36,34458
57,49,34516
60,53,9369
51,44,22741
46,39,9110
45,31,34516
41,29,17277
56,49,34516
39,35,33565
49,36,20176
45,38,3751
47,42,2519
50,43,13067
45,37,3399
45,33,11529
40,31,8694
52,36,6616
51,45,11467
44,37,15821
56,46,34516
30,16,15795
62,56,3109
47,27,8837
42,37,6551
52,36,2540
46,34,8110
54,47,6146
58,48,2236
34,22,3711
43,30,2082
49,29,9959
55,48,18980
47,29,15472
50,42,21498
41,36,2667
44,31,4291
39,26,3879
43,28,12773
32,36,6224
40,34,9594
49,44,12518
56,48,2783
60,55,3773
41,36,19281
43,33,14806
32,36,7473
47,41,3108
46,33,34516
41,37,27742
51,41,14563
58,46,10286
48,43,7791
53,47,3733
52,44,34516
45,36,14416
41,36,34516
37,32,12033
44,29,34516
49,41,3243
32,20,9761
36,30,5723
47,41,9947
49,38,3599
58,48,12648
45,28,4572
53,42,4021
45,25,25601
44,36,25428
54,44,4216
38,27,3140
46,31,21161
41,32,5877
48,36,9074
53,49,4142
39,29,3152
48,37,15987
41,36,8919
54,42,24927
49,36,3308
61,53,6157
41,35,33889
52,42,33552
44,39,34516
33,36,19594
37,28,7349
52,45,14803
51,46,3536
43,36,19333
54,44,11605
31,22,3329
40,36,3961
49,45,5975
60,47,3735
62,36,5780
44,36,19141
43,37,3461
56,43,29394
35,26,24250
40,32,16191
52,42,7261
29,36,4023
52,39,3764
49,36,3767
37,28,6407
47,36,5822
32,36,33711
44,34,31699
47,41,3429
45,36,8858
46,41,7064
34,36,15487
39,36,3600
46,36,34516
50,36,34516
45,27,2490
56,36,33870
50,38,34516
30,20,23760
53,36,4005
60,50,29239
41,29,34516
42,32,3391
31,21,4598
51,42,34516
45,34,3435
55,36,17540
51,38,31346
28,20,4342
44,38,3842
51,36,3785
48,39,6797
44,39,9682
40,30,3319
34,23,7664
47,36,30498
50,40,19962
61,50,21398
56,48,4746
46,36,20434
49,38,29531
56,36,3730
41,36,10688
56,36,4668
35,19,22725
40,36,8155
41,33,18266
46,36,10492
56,49,6380
37,36,19055
51,36,3477
36,32,3277
49,41,34516
35,22,3616
46,36,3973
45,35,4318
48,31,7660
46,36,3515
36,19,13313
30,36,4541
49,44,8284
31,21,3768
35,27,14382
54,36,10798
49,36,23981
40,23,22729
41,30,27670
37,26,3423
46,34,33874
61,36,3175
45,40,7979
41,28,13679
47,36,14767
44,36,34516
61,46,4650
45,40,3592
31,24,32535
42,35,3214
32,36,4819
42,31,16433
49,44,12174
52,40,9230
39,36,6867
51,33,34516
52,36,18046
40,27,7680
38,36,7825
41,31,5002
27,19,34516
50,41,4755
58,40,22104
53,47,29038
40,36,4620
58,50,34516
41,30,11463
59,50,6224
53,36,19252
53,47,34516
31,20,3232
44,36,34516
47,34,23981
47,40,4822
46,39,34516
53,45,12100
40,24,20466
42,37,17887
33,15,23399
45,36,13026
61,48,15698
31,36,5590
47,39,17575
46,39,29528
54,42,34516
60,36,4147
55,36,12494
32,22,34516
49,40,13411
41,33,34516
45,34,17646
45,36,11121
30,24,4109
44,31,6176
40,36,4512
31,36,32791
40,35,4772
56,43,10602
47,42,7953
29,15,8022
38,27,34516
56,48,9092
53,44,5541
56,47,7204
27,36,4548
38,26,3860
48,36,14581
44,34,3084
49,44,12375
36,23,23981
30,25,19534
42,36,22993
51,31,34516
59,51,15164
45,36,7231
56,43,34516
31,22,34516
48,42,9215
32,36,25438
46,36,3759
52,36,3029
30,18,4203
48,36,21526
55,45,12207
39,35,32089
43,27,3541
43,32,7139
47,42,3669
57,51,5859
53,48,15594
48,36,34516
50,41,6704
53,38,32417
48,36,2754
41,29,27945
51,35,34516
51,37,7098
39,20,12338
51,42,16703
43,24,16667
54,36,18512
47,35,14131
51,36,3276
38,36,34516
38,28,3629
44,36,13067
32,36,3845
41,32,12094
50,35,34516
60,52,13312
38,36,3466
59,52,15223
53,44,34516
40,36,5989
45,36,5287
53,43,9060
56,36,4731
60,47,9502
42,36,29738
48,36,3918
58,40,3944
55,48,6577
51,37,34516
46,26,34516
45,33,8670
40,20,32554
56,36,8331
34,26,32056
48,36,15524
45,40,4010
42,36,3275
49,37,18349
35,24,3388
32,14,4015
34,36,9719
33,24,4178
40,31,3735
43,30,29856
29,22,11522
42,37,3161
48,28,14774
39,36,34516
51,47,5118
41,33,14682
42,33,3108
32,36,3223
43,34,28612
50,37,6224
44,27,24134
36,36,27929
44,34,3657
47,28,8257
45,30,23051
53,42,14839
43,34,3755
48,36,3862
37,36,7539
43,35,10588
59,50,11808
31,26,15504
52,42,12091
41,33,13818
53,48,4442
55,50,5282
41,28,34516
55,42,34516
31,36,10353
48,43,9959
42,36,6280
57,36,13694
34,23,8940
54,45,6546
46,39,32587
38,25,11474
40,31,34516
56,46,9463
44,36,12552
39,24,21679
42,36,10531
60,47,4905
35,29,34516
42,31,34516
30,18,10017
37,18,31832
37,19,5843
43,36,34427
34,21,34516
48,40,34516
31,19,34516
47,35,4779
51,22,4248
43,37,7872
41,13,6077
48,36,3882
41,24,7207
48,36,6121
40,36,34516
32,36,3535
55,37,34516
50,43,34516
49,36,6224
37,36,9178
31,24,4328
52,36,9959
60,47,9634
35,31,19033
48,39,8624
44,32,3575
44,34,5508
31,19,5871
56,36,15219
46,32,34516
29,23,8147
37,28,3525
32,24,9711
52,47,11358
58,47,6765
41,36,4725
50,37,3699
29,36,34516
32,25,8851
52,39,8506
48,36,3442
33,24,3731
51,46,7744
46,32,5972
47,37,21714
32,15,3371
50,38,9546
28,14,3848
44,40,9199
43,31,13381
50,36,2833
53,41,15101
58,48,3603
51,38,4132
39,36,4366
42,36,6128
44,29,34516
44,30,6882
46,33,13490
39,34,17978
45,30,3821
41,21,3624
42,37,3787
38,28,4623
36,30,4343
43,25,17328
51,39,3803
52,44,23889
50,45,34516
49,36,3999
44,26,11782
43,38,3220
48,42,9742
55,46,4178
48,34,34516
45,32,26819
54,44,9580
47,36,7940
39,36,34516
47,39,3471
51,42,14938
49,42,14072
58,53,15928
40,30,20798
60,45,9752
53,45,3234
45,36,24844
49,36,3090
48,36,9943
44,36,3384
29,36,3640
42,35,34516
45,39,10186
45,36,15987
46,39,16983
39,36,34516
32,20,34516
38,31,34516
50,41,4268
50,40,10748
37,21,31718
42,36,9959
53,36,34516
52,45,11898
57,43,34516
46,27,13056
60,47,14002
40,33,5500
49,38,8549
56,44,4390
55,43,24884
55,41,3591
55,47,4841
31,18,4246
44,36,7469
54,48,29974
58,48,20724
53,36,21079
59,36,3720
54,36,11077
32,19,12024
48,38,4446
54,44,34516
32,24,11511
42,31,34516
42,28,19192
29,36,3076
43,32,4196
45,38,3243
56,49,17542
46,36,32949
41,28,32250
50,40,34516
52,43,23981
52,43,4090
32,21,4251
52,40,4119
60,55,13399
44,34,9070
48,36,7469
57,36,23714
52,40,5240
34,28,3744
40,36,15594
45,35,8449
59,48,34516
43,28,9959
30,36,4192
38,31,3416
42,31,3322
50,30,14217
49,35,17350
58,53,13784
54,42,3181
39,26,5325
48,28,23981
36,23,3920
56,36,5158
57,46,5073
47,40,4074
27,21,10284
42,23,34516
53,33,34516
57,36,3999
50,36,3468
50,39,11900
51,41,9701
61,50,34516
30,13,6075
60,54,13035
43,36,17306
41,36,15987
42,36,34516
36,36,34516
27,15,7469
59,50,12918
59,50,4085
55,36,3705
56,43,5319
34,36,4549
49,39,15894
32,16,17894
49,37,5855
60,54,13062
51,33,7428
39,19,8848
54,41,7362
53,36,34516
35,28,4380
47,36,12510
52,36,23712
57,44,9149
47,33,34516
54,41,3784
39,29,9680
50,41,34516
60,47,3845
41,27,13409
50,40,34516
51,36,8065
56,40,20501
41,36,23260
44,33,9073
36,24,20101
31,36,6911
49,36,3423
40,36,10729
49,30,34516
46,39,34516
54,49,28570
29,16,12495
46,39,13344
50,37,32563
49,36,3375
50,36,12299
60,50,4613
55,36,10858
57,50,34516
47,41,4207
45,36,3336
45,37,5465
55,36,12633
39,36,34516
35,27,3876
40,29,3326
49,38,34516
32,20,3264
46,27,6903
42,31,2940
51,38,13731
52,36,4826
43,25,4259
38,18,3523
44,34,34516
47,42,16998
56,45,11714
32,24,4097
41,31,3952
41,25,29295
31,36,26423
45,37,3196
50,38,4935
31,24,34516
47,36,12933
42,30,29937
48,38,8881
52,42,27514
45,37,32275
48,44,4107
53,47,7469
58,36,5023
36,36,6071
45,34,27494
41,36,7106
43,31,17230
49,42,30885
53,43,3629
39,19,34516
50,36,17970
38,27,10343
43,36,9267
55,45,2985
39,34,14386
38,19,3581
37,28,3079
48,37,3594
34,18,10488
50,36,34516
41,29,24001
49,37,5500
37,17,34516
46,28,7790
53,41,10301
48,36,23939
31,19,21615
40,33,8712
37,29,12203
61,48,15483
45,36,20356
32,16,3548
31,36,4661
43,38,15987
57,48,30543
42,35,5230
43,38,34516
39,34,3246
46,38,10018
43,24,10272
32,36,4097
49,36,19846
32,25,4469
49,43,20701
54,48,8426
38,29,16722
60,36,34516
47,34,4413
31,21,5342
52,36,8455
49,44,7659
49,36,11059
31,25,4093
39,36,24239
44,36,7793
32,26,6407
57,36,6024
48,36,3352
44,33,32222
31,24,34516
44,36,34516
49,44,31091
54,48,7464
29,22,11722
41,32,7769
46,31,3569
47,36,3216
30,13,3789
31,13,3533
43,36,34516
52,34,27229
52,44,34516
43,30,6261
57,51,6996
52,36,4440
55,36,3150
57,48,4288
54,36,34516
51,38,5189
59,52,14458
43,37,16909
41,22,6739
45,36,4982
31,36,12359
51,41,9959
53,34,8507
48,44,15355
59,46,23731
42,32,17909
34,36,3995
46,38,34516
51,45,34516
48,40,8297
52,40,5520
58,36,3736
38,18,9664
56,49,4132
38,21,28043
41,31,9959
45,41,16453
43,24,8256
31,23,13427
47,37,3263
34,24,34516
40,31,23502
35,21,7685
32,23,4065
41,28,9815
50,36,17374
39,28,7093
33,22,34516
48,36,3329
37,17,4116
28,13,20030
49,44,8687
39,13,8656
45,36,3544
29,36,5988
54,43,4917
53,41,18591
39,31,3297
43,33,5702
27,19,10982
43,35,34516
37,31,20144
47,42,16349
48,38,10610
43,30,7386
41,36,4720
49,40,3660
46,36,12932
60,51,6089
53,43,5905
28,15,23103
52,36,11280
38,31,16565
